m,TagName,
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","297"
"2012-11-01 00:00:00","c","3102"
"2012-11-01 00:00:00","c#","11976"
"2012-11-01 00:00:00","c++","6099"
"2012-11-01 00:00:00","delphi","407"
"2012-11-01 00:00:00","go","101"
"2012-11-01 00:00:00","java","13219"
"2012-11-01 00:00:00","javascript","12019"
"2012-11-01 00:00:00","perl","625"
"2012-11-01 00:00:00","php","11483"
"2012-11-01 00:00:00","python","6254"
"2012-11-01 00:00:00","r","1319"
"2012-11-01 00:00:00","ruby","2106"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","254"
"2012-12-01 00:00:00","c","2487"
"2012-12-01 00:00:00","c#","10732"
"2012-12-01 00:00:00","c++","5547"
"2012-12-01 00:00:00","delphi","414"
"2012-12-01 00:00:00","go","108"
"2012-12-01 00:00:00","java","12099"
"2012-12-01 00:00:00","javascript","11466"
"2012-12-01 00:00:00","perl","539"
"2012-12-01 00:00:00","php","10719"
"2012-12-01 00:00:00","python","5598"
"2012-12-01 00:00:00","r","1195"
"2012-12-01 00:00:00","ruby","1883"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","281"
"2013-01-01 00:00:00","c","2830"
"2013-01-01 00:00:00","c#","12489"
"2013-01-01 00:00:00","c++","5868"
"2013-01-01 00:00:00","delphi","460"
"2013-01-01 00:00:00","go","98"
"2013-01-01 00:00:00","java","13430"
"2013-01-01 00:00:00","javascript","13409"
"2013-01-01 00:00:00","perl","645"
"2013-01-01 00:00:00","php","12485"
"2013-01-01 00:00:00","python","6382"
"2013-01-01 00:00:00","r","1487"
"2013-01-01 00:00:00","ruby","2256"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","315"
"2013-02-01 00:00:00","c","3014"
"2013-02-01 00:00:00","c#","12229"
"2013-02-01 00:00:00","c++","5899"
"2013-02-01 00:00:00","delphi","427"
"2013-02-01 00:00:00","go","108"
"2013-02-01 00:00:00","java","13294"
"2013-02-01 00:00:00","javascript","13196"
"2013-02-01 00:00:00","perl","729"
"2013-02-01 00:00:00","php","12092"
"2013-02-01 00:00:00","python","6558"
"2013-02-01 00:00:00","r","1618"
"2013-02-01 00:00:00","ruby","2150"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","360"
"2013-03-01 00:00:00","c","3325"
"2013-03-01 00:00:00","c#","13932"
"2013-03-01 00:00:00","c++","6946"
"2013-03-01 00:00:00","delphi","495"
"2013-03-01 00:00:00","go","121"
"2013-03-01 00:00:00","java","15496"
"2013-03-01 00:00:00","javascript","14801"
"2013-03-01 00:00:00","perl","823"
"2013-03-01 00:00:00","php","13657"
"2013-03-01 00:00:00","python","7410"
"2013-03-01 00:00:00","r","1789"
"2013-03-01 00:00:00","ruby","2507"
"2013-03-01 00:00:00","swift","4"
"2013-04-01 00:00:00","assembly","321"
"2013-04-01 00:00:00","c","3413"
"2013-04-01 00:00:00","c#","13600"
"2013-04-01 00:00:00","c++","6912"
"2013-04-01 00:00:00","delphi","495"
"2013-04-01 00:00:00","go","123"
"2013-04-01 00:00:00","java","15765"
"2013-04-01 00:00:00","javascript","14865"
"2013-04-01 00:00:00","perl","812"
"2013-04-01 00:00:00","php","12990"
"2013-04-01 00:00:00","python","7750"
"2013-04-01 00:00:00","r","1788"
"2013-04-01 00:00:00","ruby","2419"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","295"
"2013-05-01 00:00:00","c","3100"
"2013-05-01 00:00:00","c#","13156"
"2013-05-01 00:00:00","c++","6623"
"2013-05-01 00:00:00","delphi","521"
"2013-05-01 00:00:00","go","137"
"2013-05-01 00:00:00","java","14843"
"2013-05-01 00:00:00","javascript","14657"
"2013-05-01 00:00:00","perl","878"
"2013-05-01 00:00:00","php","12737"
"2013-05-01 00:00:00","python","7653"
"2013-05-01 00:00:00","r","1748"
"2013-05-01 00:00:00","ruby","2288"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","284"
"2013-06-01 00:00:00","c","2825"
"2013-06-01 00:00:00","c#","12486"
"2013-06-01 00:00:00","c++","6030"
"2013-06-01 00:00:00","delphi","469"
"2013-06-01 00:00:00","go","160"
"2013-06-01 00:00:00","java","13562"
"2013-06-01 00:00:00","javascript","14152"
"2013-06-01 00:00:00","perl","812"
"2013-06-01 00:00:00","php","12284"
"2013-06-01 00:00:00","python","7417"
"2013-06-01 00:00:00","r","1723"
"2013-06-01 00:00:00","ruby","2165"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","292"
"2013-07-01 00:00:00","c","2936"
"2013-07-01 00:00:00","c#","13803"
"2013-07-01 00:00:00","c++","6424"
"2013-07-01 00:00:00","delphi","493"
"2013-07-01 00:00:00","go","192"
"2013-07-01 00:00:00","java","14697"
"2013-07-01 00:00:00","javascript","16338"
"2013-07-01 00:00:00","perl","942"
"2013-07-01 00:00:00","php","13913"
"2013-07-01 00:00:00","python","8375"
"2013-07-01 00:00:00","r","1909"
"2013-07-01 00:00:00","ruby","2387"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","203"
"2013-08-01 00:00:00","c","2924"
"2013-08-01 00:00:00","c#","13530"
"2013-08-01 00:00:00","c++","6074"
"2013-08-01 00:00:00","delphi","434"
"2013-08-01 00:00:00","go","197"
"2013-08-01 00:00:00","java","14658"
"2013-08-01 00:00:00","javascript","16366"
"2013-08-01 00:00:00","perl","817"
"2013-08-01 00:00:00","php","13867"
"2013-08-01 00:00:00","python","7753"
"2013-08-01 00:00:00","r","1868"
"2013-08-01 00:00:00","ruby","2414"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","277"
"2013-09-01 00:00:00","c","3292"
"2013-09-01 00:00:00","c#","13443"
"2013-09-01 00:00:00","c++","6363"
"2013-09-01 00:00:00","delphi","458"
"2013-09-01 00:00:00","go","226"
"2013-09-01 00:00:00","java","15814"
"2013-09-01 00:00:00","javascript","17123"
"2013-09-01 00:00:00","perl","658"
"2013-09-01 00:00:00","php","13854"
"2013-09-01 00:00:00","python","7802"
"2013-09-01 00:00:00","r","1681"
"2013-09-01 00:00:00","ruby","2345"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","367"
"2013-10-01 00:00:00","c","4051"
"2013-10-01 00:00:00","c#","14867"
"2013-10-01 00:00:00","c++","7770"
"2013-10-01 00:00:00","delphi","506"
"2013-10-01 00:00:00","go","183"
"2013-10-01 00:00:00","java","18188"
"2013-10-01 00:00:00","javascript","19110"
"2013-10-01 00:00:00","perl","789"
"2013-10-01 00:00:00","php","14836"
"2013-10-01 00:00:00","python","9231"
"2013-10-01 00:00:00","r","2058"
"2013-10-01 00:00:00","ruby","2752"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","409"
"2013-11-01 00:00:00","c","4126"
"2013-11-01 00:00:00","c#","14207"
"2013-11-01 00:00:00","c++","7908"
"2013-11-01 00:00:00","delphi","441"
"2013-11-01 00:00:00","go","182"
"2013-11-01 00:00:00","java","18180"
"2013-11-01 00:00:00","javascript","17988"
"2013-11-01 00:00:00","perl","808"
"2013-11-01 00:00:00","php","14378"
"2013-11-01 00:00:00","python","9277"
"2013-11-01 00:00:00","r","2148"
"2013-11-01 00:00:00","ruby","2539"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","350"
"2013-12-01 00:00:00","c","3390"
"2013-12-01 00:00:00","c#","13325"
"2013-12-01 00:00:00","c++","6811"
"2013-12-01 00:00:00","delphi","443"
"2013-12-01 00:00:00","go","227"
"2013-12-01 00:00:00","java","16923"
"2013-12-01 00:00:00","javascript","17476"
"2013-12-01 00:00:00","perl","733"
"2013-12-01 00:00:00","php","13900"
"2013-12-01 00:00:00","python","8220"
"2013-12-01 00:00:00","r","1878"
"2013-12-01 00:00:00","ruby","2404"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","334"
"2014-01-01 00:00:00","c","3590"
"2014-01-01 00:00:00","c#","14969"
"2014-01-01 00:00:00","c++","7499"
"2014-01-01 00:00:00","delphi","483"
"2014-01-01 00:00:00","go","283"
"2014-01-01 00:00:00","java","18190"
"2014-01-01 00:00:00","javascript","20435"
"2014-01-01 00:00:00","perl","787"
"2014-01-01 00:00:00","php","16218"
"2014-01-01 00:00:00","python","9625"
"2014-01-01 00:00:00","r","2308"
"2014-01-01 00:00:00","ruby","2702"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","370"
"2014-02-01 00:00:00","c","3847"
"2014-02-01 00:00:00","c#","14778"
"2014-02-01 00:00:00","c++","7434"
"2014-02-01 00:00:00","delphi","470"
"2014-02-01 00:00:00","go","191"
"2014-02-01 00:00:00","java","18676"
"2014-02-01 00:00:00","javascript","20511"
"2014-02-01 00:00:00","perl","781"
"2014-02-01 00:00:00","php","15954"
"2014-02-01 00:00:00","python","9624"
"2014-02-01 00:00:00","r","2592"
"2014-02-01 00:00:00","ruby","2557"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","443"
"2014-03-01 00:00:00","c","4366"
"2014-03-01 00:00:00","c#","15789"
"2014-03-01 00:00:00","c++","8367"
"2014-03-01 00:00:00","delphi","429"
"2014-03-01 00:00:00","go","245"
"2014-03-01 00:00:00","java","21282"
"2014-03-01 00:00:00","javascript","21850"
"2014-03-01 00:00:00","perl","893"
"2014-03-01 00:00:00","php","17722"
"2014-03-01 00:00:00","python","11100"
"2014-03-01 00:00:00","r","2757"
"2014-03-01 00:00:00","ruby","2874"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","344"
"2014-04-01 00:00:00","c","3860"
"2014-04-01 00:00:00","c#","14895"
"2014-04-01 00:00:00","c++","7867"
"2014-04-01 00:00:00","delphi","382"
"2014-04-01 00:00:00","go","333"
"2014-04-01 00:00:00","java","20166"
"2014-04-01 00:00:00","javascript","20761"
"2014-04-01 00:00:00","perl","805"
"2014-04-01 00:00:00","php","16978"
"2014-04-01 00:00:00","python","10463"
"2014-04-01 00:00:00","r","2668"
"2014-04-01 00:00:00","ruby","2697"
"2014-04-01 00:00:00","swift","3"
"2014-05-01 00:00:00","assembly","316"
"2014-05-01 00:00:00","c","3166"
"2014-05-01 00:00:00","c#","13567"
"2014-05-01 00:00:00","c++","6524"
"2014-05-01 00:00:00","delphi","456"
"2014-05-01 00:00:00","go","271"
"2014-05-01 00:00:00","java","17446"
"2014-05-01 00:00:00","javascript","19128"
"2014-05-01 00:00:00","perl","783"
"2014-05-01 00:00:00","php","14265"
"2014-05-01 00:00:00","python","9013"
"2014-05-01 00:00:00","r","2548"
"2014-05-01 00:00:00","ruby","2617"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","260"
"2014-06-01 00:00:00","c","2696"
"2014-06-01 00:00:00","c#","12237"
"2014-06-01 00:00:00","c++","5484"
"2014-06-01 00:00:00","delphi","404"
"2014-06-01 00:00:00","go","279"
"2014-06-01 00:00:00","java","15501"
"2014-06-01 00:00:00","javascript","17730"
"2014-06-01 00:00:00","perl","667"
"2014-06-01 00:00:00","php","12564"
"2014-06-01 00:00:00","python","8700"
"2014-06-01 00:00:00","r","2355"
"2014-06-01 00:00:00","ruby","2291"
"2014-06-01 00:00:00","swift","2354"
"2014-07-01 00:00:00","assembly","203"
"2014-07-01 00:00:00","c","2714"
"2014-07-01 00:00:00","c#","13423"
"2014-07-01 00:00:00","c++","6076"
"2014-07-01 00:00:00","delphi","425"
"2014-07-01 00:00:00","go","445"
"2014-07-01 00:00:00","java","16925"
"2014-07-01 00:00:00","javascript","19539"
"2014-07-01 00:00:00","perl","722"
"2014-07-01 00:00:00","php","13859"
"2014-07-01 00:00:00","python","9647"
"2014-07-01 00:00:00","r","2595"
"2014-07-01 00:00:00","ruby","2485"
"2014-07-01 00:00:00","swift","1609"
"2014-08-01 00:00:00","assembly","180"
"2014-08-01 00:00:00","c","2581"
"2014-08-01 00:00:00","c#","12244"
"2014-08-01 00:00:00","c++","5701"
"2014-08-01 00:00:00","delphi","409"
"2014-08-01 00:00:00","go","402"
"2014-08-01 00:00:00","java","15277"
"2014-08-01 00:00:00","javascript","17945"
"2014-08-01 00:00:00","perl","673"
"2014-08-01 00:00:00","php","12836"
"2014-08-01 00:00:00","python","8899"
"2014-08-01 00:00:00","r","2425"
"2014-08-01 00:00:00","ruby","2420"
"2014-08-01 00:00:00","swift","1666"
"2014-09-01 00:00:00","assembly","265"
"2014-09-01 00:00:00","c","3143"
"2014-09-01 00:00:00","c#","12054"
"2014-09-01 00:00:00","c++","5997"
"2014-09-01 00:00:00","delphi","436"
"2014-09-01 00:00:00","go","381"
"2014-09-01 00:00:00","java","16206"
"2014-09-01 00:00:00","javascript","17608"
"2014-09-01 00:00:00","perl","652"
"2014-09-01 00:00:00","php","12953"
"2014-09-01 00:00:00","python","8565"
"2014-09-01 00:00:00","r","2315"
"2014-09-01 00:00:00","ruby","2240"
"2014-09-01 00:00:00","swift","1869"
"2014-10-01 00:00:00","assembly","377"
"2014-10-01 00:00:00","c","3677"
"2014-10-01 00:00:00","c#","12248"
"2014-10-01 00:00:00","c++","6609"
"2014-10-01 00:00:00","delphi","405"
"2014-10-01 00:00:00","go","365"
"2014-10-01 00:00:00","java","17370"
"2014-10-01 00:00:00","javascript","18327"
"2014-10-01 00:00:00","perl","626"
"2014-10-01 00:00:00","php","13148"
"2014-10-01 00:00:00","python","9397"
"2014-10-01 00:00:00","r","2707"
"2014-10-01 00:00:00","ruby","2295"
"2014-10-01 00:00:00","swift","2415"
"2014-11-01 00:00:00","assembly","376"
"2014-11-01 00:00:00","c","3557"
"2014-11-01 00:00:00","c#","11587"
"2014-11-01 00:00:00","c++","6327"
"2014-11-01 00:00:00","delphi","414"
"2014-11-01 00:00:00","go","318"
"2014-11-01 00:00:00","java","17300"
"2014-11-01 00:00:00","javascript","17493"
"2014-11-01 00:00:00","perl","644"
"2014-11-01 00:00:00","php","12606"
"2014-11-01 00:00:00","python","9345"
"2014-11-01 00:00:00","r","2651"
"2014-11-01 00:00:00","ruby","2076"
"2014-11-01 00:00:00","swift","2499"
"2014-12-01 00:00:00","assembly","306"
"2014-12-01 00:00:00","c","3050"
"2014-12-01 00:00:00","c#","10801"
"2014-12-01 00:00:00","c++","5896"
"2014-12-01 00:00:00","delphi","304"
"2014-12-01 00:00:00","go","334"
"2014-12-01 00:00:00","java","15880"
"2014-12-01 00:00:00","javascript","16469"
"2014-12-01 00:00:00","perl","558"
"2014-12-01 00:00:00","php","11983"
"2014-12-01 00:00:00","python","8848"
"2014-12-01 00:00:00","r","2307"
"2014-12-01 00:00:00","ruby","2094"
"2014-12-01 00:00:00","swift","2442"
"2015-01-01 00:00:00","assembly","320"
"2015-01-01 00:00:00","c","3105"
"2015-01-01 00:00:00","c#","11500"
"2015-01-01 00:00:00","c++","5951"
"2015-01-01 00:00:00","delphi","374"
"2015-01-01 00:00:00","go","464"
"2015-01-01 00:00:00","java","16085"
"2015-01-01 00:00:00","javascript","17953"
"2015-01-01 00:00:00","perl","585"
"2015-01-01 00:00:00","php","13186"
"2015-01-01 00:00:00","python","9483"
"2015-01-01 00:00:00","r","2634"
"2015-01-01 00:00:00","ruby","2323"
"2015-01-01 00:00:00","swift","2965"
"2015-02-01 00:00:00","assembly","343"
"2015-02-01 00:00:00","c","3257"
"2015-02-01 00:00:00","c#","11561"
"2015-02-01 00:00:00","c++","6260"
"2015-02-01 00:00:00","delphi","409"
"2015-02-01 00:00:00","go","374"
"2015-02-01 00:00:00","java","16298"
"2015-02-01 00:00:00","javascript","18111"
"2015-02-01 00:00:00","perl","557"
"2015-02-01 00:00:00","php","13116"
"2015-02-01 00:00:00","python","9926"
"2015-02-01 00:00:00","r","2922"
"2015-02-01 00:00:00","ruby","2193"
"2015-02-01 00:00:00","swift","3158"
"2015-03-01 00:00:00","assembly","369"
"2015-03-01 00:00:00","c","3812"
"2015-03-01 00:00:00","c#","12972"
"2015-03-01 00:00:00","c++","7193"
"2015-03-01 00:00:00","delphi","407"
"2015-03-01 00:00:00","go","459"
"2015-03-01 00:00:00","java","19243"
"2015-03-01 00:00:00","javascript","19977"
"2015-03-01 00:00:00","perl","624"
"2015-03-01 00:00:00","php","14468"
"2015-03-01 00:00:00","python","11270"
"2015-03-01 00:00:00","r","3489"
"2015-03-01 00:00:00","ruby","2404"
"2015-03-01 00:00:00","swift","3521"
"2015-04-01 00:00:00","assembly","421"
"2015-04-01 00:00:00","c","3831"
"2015-04-01 00:00:00","c#","12818"
"2015-04-01 00:00:00","c++","6987"
"2015-04-01 00:00:00","delphi","385"
"2015-04-01 00:00:00","go","385"
"2015-04-01 00:00:00","java","19299"
"2015-04-01 00:00:00","javascript","20379"
"2015-04-01 00:00:00","perl","560"
"2015-04-01 00:00:00","php","14521"
"2015-04-01 00:00:00","python","11170"
"2015-04-01 00:00:00","r","3271"
"2015-04-01 00:00:00","ruby","2453"
"2015-04-01 00:00:00","swift","3933"
"2015-05-01 00:00:00","assembly","364"
"2015-05-01 00:00:00","c","3410"
"2015-05-01 00:00:00","c#","13054"
"2015-05-01 00:00:00","c++","6643"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","390"
"2015-05-01 00:00:00","java","18040"
"2015-05-01 00:00:00","javascript","21567"
"2015-05-01 00:00:00","perl","521"
"2015-05-01 00:00:00","php","14139"
"2015-05-01 00:00:00","python","10939"
"2015-05-01 00:00:00","r","3388"
"2015-05-01 00:00:00","ruby","2444"
"2015-05-01 00:00:00","swift","3689"
"2015-06-01 00:00:00","assembly","257"
"2015-06-01 00:00:00","c","3059"
"2015-06-01 00:00:00","c#","13219"
"2015-06-01 00:00:00","c++","6365"
"2015-06-01 00:00:00","delphi","383"
"2015-06-01 00:00:00","go","410"
"2015-06-01 00:00:00","java","17383"
"2015-06-01 00:00:00","javascript","22062"
"2015-06-01 00:00:00","perl","557"
"2015-06-01 00:00:00","php","13947"
"2015-06-01 00:00:00","python","11566"
"2015-06-01 00:00:00","r","3385"
"2015-06-01 00:00:00","ruby","2529"
"2015-06-01 00:00:00","swift","4232"
"2015-07-01 00:00:00","assembly","253"
"2015-07-01 00:00:00","c","2732"
"2015-07-01 00:00:00","c#","13793"
"2015-07-01 00:00:00","c++","6537"
"2015-07-01 00:00:00","delphi","383"
"2015-07-01 00:00:00","go","454"
"2015-07-01 00:00:00","java","18251"
"2015-07-01 00:00:00","javascript","23293"
"2015-07-01 00:00:00","perl","568"
"2015-07-01 00:00:00","php","14911"
"2015-07-01 00:00:00","python","12072"
"2015-07-01 00:00:00","r","3931"
"2015-07-01 00:00:00","ruby","2535"
"2015-07-01 00:00:00","swift","5034"
"2015-08-01 00:00:00","assembly","213"
"2015-08-01 00:00:00","c","2486"
"2015-08-01 00:00:00","c#","12943"
"2015-08-01 00:00:00","c++","5722"
"2015-08-01 00:00:00","delphi","381"
"2015-08-01 00:00:00","go","438"
"2015-08-01 00:00:00","java","16696"
"2015-08-01 00:00:00","javascript","21514"
"2015-08-01 00:00:00","perl","545"
"2015-08-01 00:00:00","php","13857"
"2015-08-01 00:00:00","python","10988"
"2015-08-01 00:00:00","r","3472"
"2015-08-01 00:00:00","ruby","2274"
"2015-08-01 00:00:00","swift","4974"
"2015-09-01 00:00:00","assembly","255"
"2015-09-01 00:00:00","c","2999"
"2015-09-01 00:00:00","c#","12626"
"2015-09-01 00:00:00","c++","5759"
"2015-09-01 00:00:00","delphi","354"
"2015-09-01 00:00:00","go","408"
"2015-09-01 00:00:00","java","16525"
"2015-09-01 00:00:00","javascript","20780"
"2015-09-01 00:00:00","perl","457"
"2015-09-01 00:00:00","php","13120"
"2015-09-01 00:00:00","python","10743"
"2015-09-01 00:00:00","r","3297"
"2015-09-01 00:00:00","ruby","2131"
"2015-09-01 00:00:00","swift","4431"
"2015-10-01 00:00:00","assembly","418"
"2015-10-01 00:00:00","c","3548"
"2015-10-01 00:00:00","c#","12511"
"2015-10-01 00:00:00","c++","6849"
"2015-10-01 00:00:00","delphi","418"
"2015-10-01 00:00:00","go","420"
"2015-10-01 00:00:00","java","18053"
"2015-10-01 00:00:00","javascript","21171"
"2015-10-01 00:00:00","perl","482"
"2015-10-01 00:00:00","php","13464"
"2015-10-01 00:00:00","python","12186"
"2015-10-01 00:00:00","r","3632"
"2015-10-01 00:00:00","ruby","2140"
"2015-10-01 00:00:00","swift","4175"
"2015-11-01 00:00:00","assembly","391"
"2015-11-01 00:00:00","c","3493"
"2015-11-01 00:00:00","c#","12049"
"2015-11-01 00:00:00","c++","6921"
"2015-11-01 00:00:00","delphi","385"
"2015-11-01 00:00:00","go","428"
"2015-11-01 00:00:00","java","17300"
"2015-11-01 00:00:00","javascript","20613"
"2015-11-01 00:00:00","perl","457"
"2015-11-01 00:00:00","php","12866"
"2015-11-01 00:00:00","python","12023"
"2015-11-01 00:00:00","r","3494"
"2015-11-01 00:00:00","ruby","1900"
"2015-11-01 00:00:00","swift","4208"
"2015-12-01 00:00:00","assembly","342"
"2015-12-01 00:00:00","c","2988"
"2015-12-01 00:00:00","c#","11769"
"2015-12-01 00:00:00","c++","6410"
"2015-12-01 00:00:00","delphi","313"
"2015-12-01 00:00:00","go","411"
"2015-12-01 00:00:00","java","16108"
"2015-12-01 00:00:00","javascript","20462"
"2015-12-01 00:00:00","perl","474"
"2015-12-01 00:00:00","php","13303"
"2015-12-01 00:00:00","python","11335"
"2015-12-01 00:00:00","r","3136"
"2015-12-01 00:00:00","ruby","1985"
"2015-12-01 00:00:00","swift","4243"
"2016-01-01 00:00:00","assembly","237"
"2016-01-01 00:00:00","c","2978"
"2016-01-01 00:00:00","c#","12050"
"2016-01-01 00:00:00","c++","5946"
"2016-01-01 00:00:00","delphi","315"
"2016-01-01 00:00:00","go","489"
"2016-01-01 00:00:00","java","16170"
"2016-01-01 00:00:00","javascript","21872"
"2016-01-01 00:00:00","perl","439"
"2016-01-01 00:00:00","php","14072"
"2016-01-01 00:00:00","python","12093"
"2016-01-01 00:00:00","r","3493"
"2016-01-01 00:00:00","ruby","2112"
"2016-01-01 00:00:00","swift","4674"
"2016-02-01 00:00:00","assembly","344"
"2016-02-01 00:00:00","c","3191"
"2016-02-01 00:00:00","c#","12420"
"2016-02-01 00:00:00","c++","6414"
"2016-02-01 00:00:00","delphi","351"
"2016-02-01 00:00:00","go","528"
"2016-02-01 00:00:00","java","17424"
"2016-02-01 00:00:00","javascript","21833"
"2016-02-01 00:00:00","perl","487"
"2016-02-01 00:00:00","php","14437"
"2016-02-01 00:00:00","python","12954"
"2016-02-01 00:00:00","r","3525"
"2016-02-01 00:00:00","ruby","2180"
"2016-02-01 00:00:00","swift","4629"
"2016-03-01 00:00:00","assembly","424"
"2016-03-01 00:00:00","c","3336"
"2016-03-01 00:00:00","c#","13212"
"2016-03-01 00:00:00","c++","6850"
"2016-03-01 00:00:00","delphi","330"
"2016-03-01 00:00:00","go","583"
"2016-03-01 00:00:00","java","19296"
"2016-03-01 00:00:00","javascript","23405"
"2016-03-01 00:00:00","perl","463"
"2016-03-01 00:00:00","php","14627"
"2016-03-01 00:00:00","python","13720"
"2016-03-01 00:00:00","r","3980"
"2016-03-01 00:00:00","ruby","2210"
"2016-03-01 00:00:00","swift","4944"
"2016-04-01 00:00:00","assembly","398"
"2016-04-01 00:00:00","c","3254"
"2016-04-01 00:00:00","c#","13379"
"2016-04-01 00:00:00","c++","6738"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","go","583"
"2016-04-01 00:00:00","java","18917"
"2016-04-01 00:00:00","javascript","22801"
"2016-04-01 00:00:00","perl","484"
"2016-04-01 00:00:00","php","13966"
"2016-04-01 00:00:00","python","13323"
"2016-04-01 00:00:00","r","4063"
"2016-04-01 00:00:00","ruby","2150"
"2016-04-01 00:00:00","swift","4620"
"2016-05-01 00:00:00","assembly","316"
"2016-05-01 00:00:00","c","2626"
"2016-05-01 00:00:00","c#","13131"
"2016-05-01 00:00:00","c++","5977"
"2016-05-01 00:00:00","delphi","329"
"2016-05-01 00:00:00","go","572"
"2016-05-01 00:00:00","java","16515"
"2016-05-01 00:00:00","javascript","22258"
"2016-05-01 00:00:00","perl","480"
"2016-05-01 00:00:00","php","13954"
"2016-05-01 00:00:00","python","12832"
"2016-05-01 00:00:00","r","3748"
"2016-05-01 00:00:00","ruby","2086"
"2016-05-01 00:00:00","swift","4300"
"2016-06-01 00:00:00","assembly","274"
"2016-06-01 00:00:00","c","2229"
"2016-06-01 00:00:00","c#","12756"
"2016-06-01 00:00:00","c++","5566"
"2016-06-01 00:00:00","delphi","275"
"2016-06-01 00:00:00","go","537"
"2016-06-01 00:00:00","java","15526"
"2016-06-01 00:00:00","javascript","21511"
"2016-06-01 00:00:00","perl","428"
"2016-06-01 00:00:00","php","13182"
"2016-06-01 00:00:00","python","12619"
"2016-06-01 00:00:00","r","3803"
"2016-06-01 00:00:00","ruby","2053"
"2016-06-01 00:00:00","swift","4644"
"2016-07-01 00:00:00","assembly","196"
"2016-07-01 00:00:00","c","2286"
"2016-07-01 00:00:00","c#","11704"
"2016-07-01 00:00:00","c++","5340"
"2016-07-01 00:00:00","delphi","232"
"2016-07-01 00:00:00","go","523"
"2016-07-01 00:00:00","java","14559"
"2016-07-01 00:00:00","javascript","21566"
"2016-07-01 00:00:00","perl","405"
"2016-07-01 00:00:00","php","12526"
"2016-07-01 00:00:00","python","12583"
"2016-07-01 00:00:00","r","3683"
"2016-07-01 00:00:00","ruby","1850"
"2016-07-01 00:00:00","swift","4776"
"2016-08-01 00:00:00","assembly","246"
"2016-08-01 00:00:00","c","2145"
"2016-08-01 00:00:00","c#","12360"
"2016-08-01 00:00:00","c++","4903"
"2016-08-01 00:00:00","delphi","326"
"2016-08-01 00:00:00","go","563"
"2016-08-01 00:00:00","java","14794"
"2016-08-01 00:00:00","javascript","22095"
"2016-08-01 00:00:00","perl","458"
"2016-08-01 00:00:00","php","12551"
"2016-08-01 00:00:00","python","12637"
"2016-08-01 00:00:00","r","3734"
"2016-08-01 00:00:00","ruby","1835"
"2016-08-01 00:00:00","swift","4763"
"2016-09-01 00:00:00","assembly","306"
"2016-09-01 00:00:00","c","2439"
"2016-09-01 00:00:00","c#","10832"
"2016-09-01 00:00:00","c++","5022"
"2016-09-01 00:00:00","delphi","279"
"2016-09-01 00:00:00","go","502"
"2016-09-01 00:00:00","java","14255"
"2016-09-01 00:00:00","javascript","19806"
"2016-09-01 00:00:00","perl","451"
"2016-09-01 00:00:00","php","11746"
"2016-09-01 00:00:00","python","12086"
"2016-09-01 00:00:00","r","3266"
"2016-09-01 00:00:00","ruby","1872"
"2016-09-01 00:00:00","swift","4744"
"2016-10-01 00:00:00","assembly","383"
"2016-10-01 00:00:00","c","3108"
"2016-10-01 00:00:00","c#","11126"
"2016-10-01 00:00:00","c++","5825"
"2016-10-01 00:00:00","delphi","266"
"2016-10-01 00:00:00","go","523"
"2016-10-01 00:00:00","java","14930"
"2016-10-01 00:00:00","javascript","19710"
"2016-10-01 00:00:00","perl","391"
"2016-10-01 00:00:00","php","11849"
"2016-10-01 00:00:00","python","13185"
"2016-10-01 00:00:00","r","3721"
"2016-10-01 00:00:00","ruby","1769"
"2016-10-01 00:00:00","swift","4601"
"2016-11-01 00:00:00","assembly","397"
"2016-11-01 00:00:00","c","3168"
"2016-11-01 00:00:00","c#","11377"
"2016-11-01 00:00:00","c++","5921"
"2016-11-01 00:00:00","delphi","261"
"2016-11-01 00:00:00","go","467"
"2016-11-01 00:00:00","java","15215"
"2016-11-01 00:00:00","javascript","19824"
